timestamp,underlying,type,strike,expiry,last,bid,ask,volume,oi,iv,delta,gamma,theta,vega
20251212 20:16,AAPL,call,170.0,2025-12-19,105.59,0.0,0.0,2.0,3898,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,170.0,2025-12-19,0.06,0.0,0.0,62.0,14852,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,175.0,2025-12-19,103.52,0.0,0.0,2.0,1662,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,175.0,2025-12-19,0.01,0.0,0.0,5.0,10589,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,180.0,2025-12-19,98.37,0.0,0.0,56.0,15979,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,180.0,2025-12-19,0.01,0.0,0.0,70.0,12821,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,185.0,2025-12-19,92.04,0.0,0.0,21.0,2442,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,185.0,2025-12-19,0.01,0.0,0.0,44.0,6932,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,190.0,2025-12-19,87.95,0.0,0.0,5.0,2882,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,190.0,2025-12-19,0.02,0.0,0.0,5.0,13228,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,195.0,2025-12-19,84.51,0.0,0.0,3.0,2599,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,195.0,2025-12-19,0.01,0.0,0.0,1.0,16920,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,200.0,2025-12-19,77.99,0.0,0.0,113.0,7896,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,200.0,2025-12-19,0.01,0.0,0.0,6.0,21602,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,205.0,2025-12-19,72.92,0.0,0.0,8.0,3933,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,205.0,2025-12-19,0.01,0.0,0.0,12.0,8370,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,210.0,2025-12-19,67.82,0.0,0.0,47.0,9030,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,210.0,2025-12-19,0.01,0.0,0.0,16.0,8129,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,215.0,2025-12-19,63.15,0.0,0.0,45.0,11045,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,215.0,2025-12-19,0.01,0.0,0.0,36.0,11839,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,220.0,2025-12-19,57.9,0.0,0.0,136.0,17501,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,220.0,2025-12-19,0.01,0.0,0.0,151.0,16061,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,222.5,2025-12-19,56.76,0.0,0.0,2.0,3,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,222.5,2025-12-19,0.05,0.0,0.0,30.0,100,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,225.0,2025-12-19,53.0,0.0,0.0,115.0,5968,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,225.0,2025-12-19,0.02,0.0,0.0,169.0,10485,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,227.5,2025-12-19,51.93,0.0,0.0,39.0,38,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,227.5,2025-12-19,0.03,0.0,0.0,1.0,23,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,230.0,2025-12-19,47.9,0.0,0.0,37.0,15720,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,230.0,2025-12-19,0.03,0.0,0.0,115.0,22531,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,232.5,2025-12-19,44.9,0.0,0.0,18.0,19,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,232.5,2025-12-19,0.03,0.0,0.0,2.0,7,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,235.0,2025-12-19,42.8,0.0,0.0,120.0,11379,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,235.0,2025-12-19,0.02,0.0,0.0,84.0,9688,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,237.5,2025-12-19,36.71,0.0,0.0,6.0,20,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,237.5,2025-12-19,0.03,0.0,0.0,52.0,2645,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,240.0,2025-12-19,37.97,0.0,0.0,603.0,16551,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,240.0,2025-12-19,0.03,0.0,0.0,128.0,10407,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,242.5,2025-12-19,35.33,0.0,0.0,15.0,19,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,242.5,2025-12-19,0.06,0.0,0.0,29.0,119,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,245.0,2025-12-19,33.06,0.0,0.0,294.0,6834,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,245.0,2025-12-19,0.04,0.0,0.0,159.0,10247,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,247.5,2025-12-19,30.21,0.0,0.0,5.0,115,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,247.5,2025-12-19,0.06,0.0,0.0,42.0,226,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,250.0,2025-12-19,28.3,0.0,0.0,147.0,28460,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,250.0,2025-12-19,0.07,0.0,0.0,1504.0,16866,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,252.5,2025-12-19,25.0,0.0,0.0,4.0,57,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,252.5,2025-12-19,0.08,0.0,0.0,132.0,402,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,255.0,2025-12-19,23.34,0.0,0.0,93.0,12286,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,255.0,2025-12-19,0.11,0.0,0.0,250.0,11548,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,257.5,2025-12-19,20.92,0.0,0.0,18.0,156,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,257.5,2025-12-19,0.12,0.0,0.0,179.0,3352,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,260.0,2025-12-19,18.15,0.0,0.0,1109.0,20138,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,260.0,2025-12-19,0.16,0.0,0.0,1309.0,12610,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,262.5,2025-12-19,15.65,0.0,0.0,49.0,391,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,262.5,2025-12-19,0.22,0.0,0.0,685.0,1986,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,265.0,2025-12-19,13.65,0.0,0.0,879.0,19530,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,265.0,2025-12-19,0.32,0.0,0.0,8292.0,16111,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,267.5,2025-12-19,11.2,0.0,0.0,350.0,757,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,267.5,2025-12-19,0.48,0.0,0.0,2460.0,3251,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,270.0,2025-12-19,8.98,0.0,0.0,893.0,27679,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,270.0,2025-12-19,0.71,0.0,0.0,5771.0,14606,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,272.5,2025-12-19,6.95,0.0,0.0,577.0,761,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,272.5,2025-12-19,1.14,0.0,0.0,4246.0,3463,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,275.0,2025-12-19,5.05,0.0,0.0,8151.0,21486,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,275.0,2025-12-19,1.73,0.0,0.0,7187.0,18119,0.015634843750000002,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,277.5,2025-12-19,3.5,0.0,0.0,7668.0,5799,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,277.5,2025-12-19,2.65,0.0,0.0,3625.0,21503,0.0039162109375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,280.0,2025-12-19,2.25,0.0,0.0,24985.0,36287,0.015634843750000002,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,280.0,2025-12-19,3.87,0.0,0.0,1382.0,14759,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,282.5,2025-12-19,1.33,0.0,0.0,7954.0,4694,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,282.5,2025-12-19,5.58,0.0,0.0,260.0,1843,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,285.0,2025-12-19,0.75,0.0,0.0,15409.0,26838,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,285.0,2025-12-19,7.8,0.0,0.0,3114.0,9779,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,287.5,2025-12-19,0.41,0.0,0.0,8825.0,8221,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,287.5,2025-12-19,9.55,0.0,0.0,1370.0,2670,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,290.0,2025-12-19,0.22,0.0,0.0,6495.0,28050,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,290.0,2025-12-19,12.0,0.0,0.0,234.0,3227,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,292.5,2025-12-19,0.14,0.0,0.0,708.0,6285,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,292.5,2025-12-19,14.7,0.0,0.0,7.0,12,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,295.0,2025-12-19,0.08,0.0,0.0,1549.0,23622,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,295.0,2025-12-19,16.91,0.0,0.0,2962.0,85,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,300.0,2025-12-19,0.04,0.0,0.0,2922.0,48060,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,300.0,2025-12-19,22.1,0.0,0.0,121.0,17,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,305.0,2025-12-19,0.02,0.0,0.0,206.0,36745,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,305.0,2025-12-19,26.33,0.0,0.0,1.0,1,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,310.0,2025-12-19,0.01,0.0,0.0,355.0,10788,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,310.0,2025-12-19,31.35,0.0,0.0,1.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,315.0,2025-12-19,0.03,0.0,0.0,5.0,4518,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,315.0,2025-12-19,44.1,27.7,29.7,1.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,320.0,2025-12-19,0.04,0.0,0.0,15.0,10590,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,320.0,2025-12-19,38.56,0.0,0.0,3.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,325.0,2025-12-19,0.01,0.0,0.0,2.0,3085,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,325.0,2025-12-19,57.37,0.0,0.0,1.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,330.0,2025-12-19,0.01,0.0,0.0,9.0,8974,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,330.0,2025-12-19,61.25,0.0,0.0,2.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,335.0,2025-12-19,0.07,0.0,0.0,3.0,349,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,335.0,2025-12-19,60.57,0.0,0.0,nan,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,340.0,2025-12-19,0.01,0.0,0.0,2.0,5080,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,345.0,2025-12-19,0.01,0.0,0.0,20.0,545,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,350.0,2025-12-19,0.01,0.0,0.0,1.0,4706,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,350.0,2025-12-19,76.1,0.0,0.0,2.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,360.0,2025-12-19,0.01,0.0,0.0,2.0,3335,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,360.0,2025-12-19,149.64,161.95,165.0,nan,0,6.543825062408447,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,370.0,2025-12-19,0.01,0.0,0.0,2.0,5780,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,370.0,2025-12-19,97.0,0.0,0.0,1.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,380.0,2025-12-19,0.02,0.0,0.0,10.0,2208,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,380.0,2025-12-19,105.92,0.0,0.0,nan,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,390.0,2025-12-19,0.01,0.0,0.0,2.0,1761,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,390.0,2025-12-19,130.1,111.75,113.95,nan,0,1.2700231811523435,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,400.0,2025-12-19,0.01,0.0,0.0,1.0,12646,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,400.0,2025-12-19,152.25,123.1,125.4,6.0,0,1.6257342932128904,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,410.0,2025-12-19,0.01,0.0,0.0,2.0,4,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,420.0,2025-12-19,0.01,0.0,0.0,2.0,1,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,430.0,2025-12-19,0.01,0.0,0.0,nan,1,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,440.0,2025-12-19,0.01,0.0,0.0,5.0,8,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,450.0,2025-12-19,0.01,0.0,0.0,2.0,129,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,450.0,2025-12-19,172.56,0.0,0.0,5.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,110.0,2025-12-26,170.3,0.0,0.0,1.0,1.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,120.0,2025-12-26,158.22,0.0,0.0,1.0,1.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,120.0,2025-12-26,0.02,0.0,0.0,nan,1.0,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,125.0,2025-12-26,160.4,0.0,0.0,nan,4.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,130.0,2025-12-26,0.02,0.0,0.0,8.0,44.0,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,145.0,2025-12-26,0.04,0.0,0.0,199.0,202.0,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,150.0,2025-12-26,127.83,0.0,0.0,1.0,2.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,150.0,2025-12-26,0.02,0.0,0.0,nan,10.0,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,155.0,2025-12-26,131.18,0.0,0.0,2.0,2.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,155.0,2025-12-26,0.03,0.0,0.0,1.0,101.0,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,170.0,2025-12-26,111.06,0.0,0.0,1.0,3.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,170.0,2025-12-26,0.01,0.0,0.0,10.0,15.0,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,175.0,2025-12-26,0.01,0.0,0.0,5.0,314.0,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,180.0,2025-12-26,105.36,0.0,0.0,nan,1.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,180.0,2025-12-26,0.01,0.0,0.0,100.0,101.0,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,185.0,2025-12-26,92.15,0.0,0.0,1.0,4.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,185.0,2025-12-26,0.01,0.0,0.0,7.0,9.0,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,190.0,2025-12-26,88.38,0.0,0.0,1.0,24.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,190.0,2025-12-26,0.01,0.0,0.0,10.0,101.0,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,195.0,2025-12-26,86.07,0.0,0.0,1.0,20.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,195.0,2025-12-26,0.01,0.0,0.0,2.0,21.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,200.0,2025-12-26,77.35,0.0,0.0,1.0,5.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,200.0,2025-12-26,0.01,0.0,0.0,64.0,328.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,205.0,2025-12-26,73.51,0.0,0.0,1.0,9.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,205.0,2025-12-26,0.01,0.0,0.0,74.0,218.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,210.0,2025-12-26,67.62,0.0,0.0,22.0,30.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,210.0,2025-12-26,0.02,0.0,0.0,6.0,524.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,215.0,2025-12-26,63.59,0.0,0.0,1.0,14.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,215.0,2025-12-26,0.01,0.0,0.0,6.0,364.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,220.0,2025-12-26,60.82,0.0,0.0,10.0,97.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,220.0,2025-12-26,0.01,0.0,0.0,2.0,685.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,225.0,2025-12-26,52.96,0.0,0.0,1.0,36.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,225.0,2025-12-26,0.04,0.0,0.0,13.0,122.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,230.0,2025-12-26,48.19,0.0,0.0,7.0,99.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,230.0,2025-12-26,0.03,0.0,0.0,43.0,435.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,235.0,2025-12-26,43.49,0.0,0.0,4.0,119.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,235.0,2025-12-26,0.04,0.0,0.0,1.0,727.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,240.0,2025-12-26,38.18,0.0,0.0,2.0,126.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,240.0,2025-12-26,0.07,0.0,0.0,24.0,404.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,245.0,2025-12-26,31.7,0.0,0.0,1.0,113.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,245.0,2025-12-26,0.09,0.0,0.0,55.0,897.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,250.0,2025-12-26,28.69,0.0,0.0,17.0,229.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,250.0,2025-12-26,0.12,0.0,0.0,235.0,1524.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,255.0,2025-12-26,22.28,0.0,0.0,3.0,173.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,255.0,2025-12-26,0.2,0.0,0.0,79.0,734.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,257.5,2025-12-26,22.55,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,257.5,2025-12-26,0.26,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,260.0,2025-12-26,18.71,0.0,0.0,41.0,749.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,260.0,2025-12-26,0.36,0.0,0.0,1977.0,6874.0,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,262.5,2025-12-26,15.59,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,262.5,2025-12-26,0.5,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,265.0,2025-12-26,14.25,0.0,0.0,63.0,1654.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,265.0,2025-12-26,0.66,0.0,0.0,637.0,1644.0,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,267.5,2025-12-26,12.85,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,267.5,2025-12-26,0.98,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,270.0,2025-12-26,9.65,0.0,0.0,412.0,1814.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,270.0,2025-12-26,1.34,0.0,0.0,1010.0,3938.0,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,272.5,2025-12-26,8.91,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,272.5,2025-12-26,1.9,1.81,1.84,nan,nan,0.18030604858398439,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,275.0,2025-12-26,6.06,0.0,0.0,1655.0,2152.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,275.0,2025-12-26,2.51,0.0,0.0,1064.0,2222.0,0.015634843750000002,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,277.5,2025-12-26,5.41,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,277.5,2025-12-26,3.55,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,280.0,2025-12-26,3.22,0.0,0.0,4623.0,5245.0,0.007822421875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,280.0,2025-12-26,4.9,0.0,0.0,491.0,1713.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
