timestamp,underlying,type,strike,expiry,last,bid,ask,volume,oi,iv,delta,gamma,theta,vega
20251212 20:16,AAPL,call,282.5,2025-12-26,2.32,2.39,2.42,nan,nan,0.18921709228515626,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,282.5,2025-12-26,5.9,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,285.0,2025-12-26,1.46,0.0,0.0,6903.0,7255.0,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,285.0,2025-12-26,8.09,0.0,0.0,55.0,973.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,287.5,2025-12-26,1.29,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,287.5,2025-12-26,9.6,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,290.0,2025-12-26,0.57,0.0,0.0,3193.0,6829.0,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,290.0,2025-12-26,12.32,0.0,0.0,44.0,483.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,292.5,2025-12-26,0.55,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,292.5,2025-12-26,14.04,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,295.0,2025-12-26,0.22,0.0,0.0,2697.0,5200.0,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,295.0,2025-12-26,19.03,0.0,0.0,55.0,1.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,297.5,2025-12-26,0.27,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,297.5,2025-12-26,20.99,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,300.0,2025-12-26,0.09,0.0,0.0,1547.0,7088.0,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,300.0,2025-12-26,22.0,0.0,0.0,13.0,1.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,302.5,2025-12-26,0.11,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,305.0,2025-12-26,0.05,0.0,0.0,128.0,3607.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,305.0,2025-12-26,27.4,0.0,0.0,22.0,3.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,310.0,2025-12-26,0.03,0.0,0.0,22.0,1928.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,310.0,2025-12-26,24.2,0.0,0.0,2.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,315.0,2025-12-26,0.02,0.0,0.0,17.0,886.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,320.0,2025-12-26,0.01,0.0,0.0,5.0,109.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,320.0,2025-12-26,41.68,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,325.0,2025-12-26,0.01,0.0,0.0,7.0,457.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,330.0,2025-12-26,0.01,0.0,0.0,27.0,695.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,330.0,2025-12-26,57.6,0.0,0.0,nan,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,335.0,2025-12-26,0.01,0.0,0.0,55.0,95.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,335.0,2025-12-26,60.42,0.0,0.0,nan,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,340.0,2025-12-26,0.01,0.0,0.0,3.0,37.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,345.0,2025-12-26,0.01,0.0,0.0,6.0,10.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,350.0,2025-12-26,0.02,0.0,0.0,10.0,14.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,355.0,2025-12-26,0.01,0.0,0.0,1.0,12.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,360.0,2025-12-26,0.01,0.0,0.0,nan,1.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,365.0,2025-12-26,0.02,0.0,0.0,2.0,3.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,365.0,2025-12-26,95.85,0.0,0.0,nan,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,370.0,2025-12-26,0.01,0.0,0.0,nan,1.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,380.0,2025-12-26,0.02,0.0,0.0,nan,8.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,385.0,2025-12-26,0.01,0.0,0.0,nan,1.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,395.0,2025-12-26,110.0,0.0,0.0,2.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,400.0,2025-12-26,0.03,0.0,0.0,nan,1.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,400.0,2025-12-26,114.27,0.0,0.0,nan,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,110.0,2026-01-02,0.01,0.0,0.0,1.0,1,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,125.0,2026-01-02,0.01,0.0,0.0,1.0,1,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,130.0,2026-01-02,0.02,0.0,0.0,69.0,69,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,135.0,2026-01-02,144.95,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,135.0,2026-01-02,0.02,0.0,0.0,33.0,33,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,140.0,2026-01-02,0.01,0.0,0.0,71.0,72,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,145.0,2026-01-02,126.05,0.0,0.0,nan,6.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,145.0,2026-01-02,0.01,0.0,0.0,5.0,5,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,150.0,2026-01-02,122.36,0.0,0.0,5.0,5.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,150.0,2026-01-02,0.01,0.0,0.0,3.0,547,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,155.0,2026-01-02,0.01,0.0,0.0,1.0,179,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,170.0,2026-01-02,101.27,0.0,0.0,nan,6.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,175.0,2026-01-02,110.75,0.0,0.0,nan,1.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,175.0,2026-01-02,0.02,0.0,0.0,12.0,12,0.500005,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,180.0,2026-01-02,0.01,0.0,0.0,1.0,5,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,190.0,2026-01-02,88.77,0.0,0.0,1.0,3.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,190.0,2026-01-02,0.02,0.0,0.0,6.0,8,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,195.0,2026-01-02,85.1,0.0,0.0,1.0,7.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,195.0,2026-01-02,0.06,0.0,0.0,200.0,204,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,200.0,2026-01-02,78.01,0.0,0.0,1.0,3.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,200.0,2026-01-02,0.03,0.0,0.0,10.0,40,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,205.0,2026-01-02,73.25,0.0,0.0,1.0,5.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,205.0,2026-01-02,0.04,0.0,0.0,2.0,15,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,210.0,2026-01-02,68.15,0.0,0.0,2.0,18.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,210.0,2026-01-02,0.04,0.0,0.0,5.0,83,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,215.0,2026-01-02,61.85,0.0,0.0,14.0,21.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,215.0,2026-01-02,0.03,0.0,0.0,2.0,639,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,220.0,2026-01-02,57.13,0.0,0.0,1.0,113.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,220.0,2026-01-02,0.03,0.0,0.0,10.0,674,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,225.0,2026-01-02,53.95,0.0,0.0,2.0,7.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,225.0,2026-01-02,0.06,0.0,0.0,11.0,260,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,230.0,2026-01-02,49.29,0.0,0.0,1.0,263.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,230.0,2026-01-02,0.06,0.0,0.0,4.0,207,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,235.0,2026-01-02,43.64,0.0,0.0,12.0,38.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,235.0,2026-01-02,0.1,0.0,0.0,125.0,178,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,240.0,2026-01-02,37.82,0.0,0.0,1.0,65.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,240.0,2026-01-02,0.13,0.0,0.0,140.0,511,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,245.0,2026-01-02,32.8,0.0,0.0,24.0,153.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,245.0,2026-01-02,0.18,0.0,0.0,60.0,367,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,250.0,2026-01-02,29.17,0.0,0.0,3.0,341.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,250.0,2026-01-02,0.27,0.0,0.0,42.0,903,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,255.0,2026-01-02,24.15,0.0,0.0,12.0,87.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,255.0,2026-01-02,0.39,0.0,0.0,83.0,1495,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,260.0,2026-01-02,19.34,0.0,0.0,14.0,545.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,260.0,2026-01-02,0.64,0.0,0.0,180.0,3146,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,265.0,2026-01-02,14.69,0.0,0.0,129.0,1729.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,265.0,2026-01-02,1.09,0.0,0.0,397.0,1570,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,270.0,2026-01-02,10.7,0.0,0.0,195.0,870.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,270.0,2026-01-02,2.0,0.0,0.0,330.0,1492,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,275.0,2026-01-02,7.03,0.0,0.0,1142.0,2139.0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,275.0,2026-01-02,3.27,0.0,0.0,678.0,2467,0.015634843750000002,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,280.0,2026-01-02,4.23,0.0,0.0,1202.0,2689.0,0.007822421875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,280.0,2026-01-02,5.5,0.0,0.0,228.0,1217,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,285.0,2026-01-02,2.28,0.0,0.0,1559.0,2463.0,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,285.0,2026-01-02,8.66,0.0,0.0,15.0,398,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,290.0,2026-01-02,1.12,0.0,0.0,2176.0,4228.0,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,290.0,2026-01-02,12.4,0.0,0.0,20.0,1447,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,295.0,2026-01-02,0.52,0.0,0.0,646.0,2965.0,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,295.0,2026-01-02,16.4,0.0,0.0,6.0,69,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,300.0,2026-01-02,0.23,0.0,0.0,2130.0,12680.0,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,300.0,2026-01-02,20.75,0.0,0.0,2.0,5,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,305.0,2026-01-02,0.11,0.0,0.0,39.0,1402.0,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,305.0,2026-01-02,26.05,0.0,0.0,1.0,1,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,310.0,2026-01-02,0.07,0.0,0.0,116.0,1019.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,310.0,2026-01-02,31.07,0.0,0.0,1.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,315.0,2026-01-02,0.03,0.0,0.0,16.0,316.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,320.0,2026-01-02,0.03,0.0,0.0,1.0,221.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,325.0,2026-01-02,0.02,0.0,0.0,1.0,303.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,330.0,2026-01-02,0.01,0.0,0.0,3.0,175.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,335.0,2026-01-02,0.02,0.0,0.0,25.0,58.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,340.0,2026-01-02,0.02,0.0,0.0,2.0,3.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,345.0,2026-01-02,0.01,0.0,0.0,1.0,68.0,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,345.0,2026-01-02,76.5,0.0,0.0,nan,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,350.0,2026-01-02,0.01,0.0,0.0,10.0,27.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,350.0,2026-01-02,78.84,0.0,0.0,nan,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,355.0,2026-01-02,0.01,0.0,0.0,2.0,3.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,400.0,2026-01-02,0.11,0.0,0.0,nan,2.0,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,150.0,2026-01-09,135.54,0.0,0.0,4.0,4,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,170.0,2026-01-09,111.4,0.0,0.0,1.0,1,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,185.0,2026-01-09,0.05,0.0,0.0,2.0,3,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,190.0,2026-01-09,90.59,0.0,0.0,nan,1,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,195.0,2026-01-09,83.73,0.0,0.0,2.0,4,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,195.0,2026-01-09,0.07,0.0,0.0,nan,1,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,200.0,2026-01-09,79.95,0.0,0.0,1.0,3,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,200.0,2026-01-09,0.02,0.0,0.0,21.0,21,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,205.0,2026-01-09,0.05,0.0,0.0,10.0,10,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,210.0,2026-01-09,69.66,0.0,0.0,1.0,3,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,210.0,2026-01-09,0.04,0.0,0.0,1.0,13,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,215.0,2026-01-09,0.05,0.0,0.0,1.0,23,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,220.0,2026-01-09,61.79,0.0,0.0,2.0,25,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,220.0,2026-01-09,0.11,0.0,0.0,8.0,29,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,225.0,2026-01-09,54.08,0.0,0.0,3.0,122,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,225.0,2026-01-09,0.1,0.0,0.0,1.0,19,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,230.0,2026-01-09,48.85,0.0,0.0,1.0,11,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,230.0,2026-01-09,0.12,0.0,0.0,14.0,57,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,235.0,2026-01-09,45.15,0.0,0.0,11.0,253,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,235.0,2026-01-09,0.19,0.0,0.0,40.0,90,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,240.0,2026-01-09,38.72,0.0,0.0,6.0,19,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,240.0,2026-01-09,0.27,0.0,0.0,10.0,77,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,245.0,2026-01-09,35.0,0.0,0.0,1.0,149,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,245.0,2026-01-09,0.33,0.0,0.0,20.0,199,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,250.0,2026-01-09,29.18,0.0,0.0,10.0,56,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,250.0,2026-01-09,0.51,0.0,0.0,36.0,330,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,255.0,2026-01-09,24.4,0.0,0.0,7.0,76,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,255.0,2026-01-09,0.7,0.0,0.0,118.0,544,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,260.0,2026-01-09,20.15,0.0,0.0,7.0,52,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,260.0,2026-01-09,1.08,0.0,0.0,94.0,716,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,265.0,2026-01-09,15.74,0.0,0.0,117.0,230,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,265.0,2026-01-09,1.74,0.0,0.0,142.0,560,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,270.0,2026-01-09,11.4,0.0,0.0,138.0,138,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,270.0,2026-01-09,2.63,0.0,0.0,243.0,1103,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,275.0,2026-01-09,8.25,0.0,0.0,428.0,1039,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,275.0,2026-01-09,4.25,0.0,0.0,1798.0,1759,0.007822421875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,280.0,2026-01-09,5.35,0.0,0.0,1401.0,1531,0.007822421875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,280.0,2026-01-09,6.45,0.0,0.0,266.0,537,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,285.0,2026-01-09,3.15,0.0,0.0,440.0,1250,0.015634843750000002,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,285.0,2026-01-09,9.6,0.0,0.0,30.0,190,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,290.0,2026-01-09,1.83,0.0,0.0,714.0,4458,0.0312596875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,290.0,2026-01-09,13.2,0.0,0.0,9.0,181,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,295.0,2026-01-09,1.0,0.0,0.0,163.0,2126,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,295.0,2026-01-09,18.0,0.0,0.0,3.0,198,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,300.0,2026-01-09,0.52,0.0,0.0,433.0,1931,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,300.0,2026-01-09,23.07,0.0,0.0,2.0,46,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,305.0,2026-01-09,0.26,0.0,0.0,100.0,973,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,305.0,2026-01-09,27.5,0.0,0.0,2.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,310.0,2026-01-09,0.15,0.0,0.0,36.0,343,0.062509375,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,310.0,2026-01-09,30.9,0.0,0.0,2.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,315.0,2026-01-09,0.09,0.0,0.0,12.0,521,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,320.0,2026-01-09,0.04,0.0,0.0,2.0,205,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,325.0,2026-01-09,0.08,0.0,0.0,10.0,128,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,330.0,2026-01-09,0.02,0.0,0.0,103.0,137,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,330.0,2026-01-09,44.1,0.0,0.0,nan,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,335.0,2026-01-09,0.02,0.0,0.0,1.0,96,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,340.0,2026-01-09,0.04,0.0,0.0,4.0,28,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,345.0,2026-01-09,0.02,0.0,0.0,1.0,505,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,350.0,2026-01-09,0.01,0.0,0.0,1.0,500,0.12500875,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,370.0,2026-01-09,0.01,0.0,0.0,1.0,1,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,375.0,2026-01-09,0.01,0.0,0.0,8.0,7,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,380.0,2026-01-09,0.02,0.0,0.0,3.0,3,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,385.0,2026-01-09,106.08,0.0,0.0,4.0,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,390.0,2026-01-09,109.52,0.0,0.0,nan,0,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,400.0,2026-01-09,0.2,0.0,0.0,nan,1,0.2500075,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,call,5.0,2026-01-16,275.7,0.0,0.0,2,30,1.0000000000000003e-05,0.0,0.0,0.0,0.0
20251212 20:16,AAPL,put,5.0,2026-01-16,0.01,0.0,0.0,1.0,13664,0.500005,0.0,0.0,0.0,0.0
